Experiment_identifier_1,Experiment_identifier_2,TargetOchConc,Control_Type,Time_0,Time_1,Time_2,Time_3,Prey_0,Prey_1,Prey_2,Prey_3,Pred_0,Pred_1,Pred_2,Pred_3
1393,C,75000,Treatment,0,1,2,3,47402,9856,4558,1368,420,660,880,730
1393,C,100000,Treatment,0,1,2,3,77538,18232,9629,3988,100,470,1320,880
1393,C,125000,Treatment,0,1,2,3,105565,19316,9459,4445,1140,730,1510,1630
1150,A,0,Predator_Free,0,1,2,3,114,399,114,1994,0,0,0,0
1150,A,25000,Predator_Free,0,1,2,3,4785,4273,5413,5754,0,0,0,0
1150,A,50000,Predator_Free,0,1,2,3,4159,5526,9572,7635,0,0,0,0
1150,A,75000,Predator_Free,0,1,2,3,6882,16921,16465,13616,0,0,0,0
1150,A,100000,Predator_Free,0,1,2,3,25577,24783,31049,18800,0,0,0,0
1150,A,125000,Predator_Free,0,1,2,3,11678,31109,34981,44893,0,0,0,0
1150,A,0,Prey_Free,0,1,2,3,1026,1026,1197,2051,230,180,240,130
1150,A,25000,Treatment,0,1,2,3,3704,3305,4786,9686,230,320,330,190
1150,A,50000,Treatment,0,1,2,3,4843,5812,9972,7292,530,130,250,90
1150,A,75000,Treatment,0,1,2,3,6950,7123,10882,8546,310,300,460,310
1150,A,100000,Treatment,0,1,2,3,12421,24841,24841,14358,300,120,430,230
1150,A,125000,Treatment,0,1,2,3,18347,24444,29513,17833,250,240,240,280
1150,B,0,Predator_Free,0,1,2,3,684,912,285,1823,0,0,0,0
1150,B,25000,Predator_Free,0,1,2,3,4330,2222,5413,7178,0,0,0,0
1150,B,50000,Predator_Free,0,1,2,3,4557,3988,10426,10768,0,0,0,0
1150,B,75000,Predator_Free,0,1,2,3,8887,5583,16978,11109,0,0,0,0
1150,B,100000,Predator_Free,0,1,2,3,21249,18231,46888,36290,0,0,0,0
1150,B,125000,Predator_Free,0,1,2,3,19141,25466,50648,35893,0,0,0,0
1150,B,0,Prey_Free,0,1,2,3,1196,1766,1140,1710,400,160,120,100
1150,B,25000,Treatment,0,1,2,3,4672,3704,4102,8603,230,110,290,100
1150,B,50000,Treatment,0,1,2,3,8259,5242,7227,10711,350,230,270,210
1150,B,75000,Treatment,0,1,2,3,9686,7977,9059,11281,250,290,300,200
1150,B,100000,Treatment,0,1,2,3,15496,20512,17662,19200,280,230,250,250
1150,B,125000,Treatment,0,1,2,3,19769,19201,25354,21478,220,220,230,330
1150,C,0,Predator_Free,0,1,2,3,570,684,285,1538,0,0,0,0
1150,C,25000,Predator_Free,0,1,2,3,2279,4444,2336,5412,0,0,0,0
1150,C,50000,Predator_Free,0,1,2,3,3076,3760,5527,5355,0,0,0,0
1150,C,75000,Predator_Free,0,1,2,3,7463,5868,7065,9913,0,0,0,0
1150,C,100000,Predator_Free,0,1,2,3,15495,11508,22162,25240,0,0,0,0
1150,C,125000,Predator_Free,0,1,2,3,21761,29283,38514,44721,0,0,0,0
1150,C,0,Prey_Free,0,1,2,3,1367,1033,1710,2394,200,140,130,160
1150,C,25000,Treatment,0,1,2,3,3475,2564,2792,9002,280,150,250,100
1150,C,50000,Treatment,0,1,2,3,4900,3647,5242,8489,240,230,300,130
1150,C,75000,Treatment,0,1,2,3,5982,5641,5507,10768,210,250,330,150
1150,C,100000,Treatment,0,1,2,3,12306,18061,18461,15952,150,230,240,140
1150,C,125000,Treatment,0,1,2,3,19655,16010,14016,13730,160,290,310,230
1393R,A,0,Predator_Free,0,1,2,3,57,399,285,285,0,0,0,0
1393R,A,10000,Predator_Free,0,1,2,3,36750,33675,43699,70251,0,0,0,0
1393R,A,15000,Predator_Free,0,1,2,3,47754,66613,81020,115259,0,0,0,0
1393R,A,20000,Predator_Free,0,1,2,3,75609,105873,135385,141529,0,0,0,0
1393R,A,40000,Predator_Free,0,1,2,3,97280,135402,165752,200578,0,0,0,0
1393R,A,50000,Predator_Free,0,1,2,3,128122,156491,208461,239394,0,0,0,0
1393R,A,0,Prey_Free,0,1,2,3,570,969,741,456,170,130,180,130
1393R,A,10000,Treatment,0,1,2,3,23589,17436,12765,9002,420,230,230,240
1393R,A,15000,Treatment,0,1,2,3,48417,47880,46728,39089,350,290,440,700
1393R,A,20000,Treatment,0,1,2,3,72032,81095,93279,110487,300,130,290,380
1393R,A,40000,Treatment,0,1,2,3,94084,106738,130552,163886,460,110,320,330
1393R,A,50000,Treatment,0,1,2,3,129310,139217,198634,260611,540,160,200,140
1393R,B,0,Predator_Free,0,1,2,3,570,1367,570,399,0,0,0,0
1393R,B,10000,Predator_Free,0,1,2,3,25641,37036,60507,83431,0,0,0,0
1393R,B,15000,Predator_Free,0,1,2,3,44274,60628,78856,112695,0,0,0,0
1393R,B,20000,Predator_Free,0,1,2,3,81495,115911,157497,201879,0,0,0,0
1393R,B,40000,Predator_Free,0,1,2,3,110097,123889,165818,198359,0,0,0,0
1393R,B,50000,Predator_Free,0,1,2,3,125936,156660,233041,315286,0,0,0,0
1393R,B,0,Prey_Free,0,1,2,3,1196,1026,1262,627,230,150,130,110
1393R,B,10000,Treatment,0,1,2,3,27237,16298,7579,6040,330,140,390,290
1393R,B,15000,Treatment,0,1,2,3,48497,45190,47299,54304,230,130,340,590
1393R,B,20000,Treatment,0,1,2,3,78811,84457,104226,134711,280,180,250,210
1393R,B,40000,Treatment,0,1,2,3,100928,118040,152210,196774,210,130,350,270
1393R,B,50000,Treatment,0,1,2,3,129252,160651,202274,285562,310,110,250,80
1393R,C,0,Predator_Free,0,1,2,3,684,684,285,513,0,0,0,0
1393R,C,10000,Predator_Free,0,1,2,3,25640,33389,44270,75043,0,0,0,0
1393R,C,15000,Predator_Free,0,1,2,3,53622,65301,67517,117314,0,0,0,0
1393R,C,20000,Predator_Free,0,1,2,3,80750,104453,113060,163417,0,0,0,0
1393R,C,40000,Predator_Free,0,1,2,3,105937,126166,117890,184098,0,0,0,0
1393R,C,50000,Predator_Free,0,1,2,3,134395,173940,194686,252653,0,0,0,0
1393R,C,0,Prey_Free,0,1,2,3,1082,627,399,399,240,220,130,80
1393R,C,10000,Treatment,0,1,2,3,34874,29404,24046,27182,160,230,280,450
1393R,C,15000,Treatment,0,1,2,3,50602,51059,52083,68545,440,210,230,330
1393R,C,20000,Treatment,0,1,2,3,75115,79969,85306,108549,320,150,130,230
1393R,C,40000,Treatment,0,1,2,3,104070,118647,139148,194438,330,190,220,180
1393R,C,50000,Treatment,0,1,2,3,128563,148851,180482,238323,310,130,140,130
2951,A,0,Predator_Free,0,1,2,3,741,0,0,57,0,0,0,0
2951,A,25000,Predator_Free,0,1,2,3,14071,16064,11222,16634,0,0,0,0
2951,A,50000,Predator_Free,0,1,2,3,21648,21134,21419,20678,0,0,0,0
2951,A,75000,Predator_Free,0,1,2,3,34978,27913,27401,32528,0,0,0,0
2951,A,100000,Predator_Free,0,1,2,3,46087,37882,34635,41305,0,0,0,0
2951,A,125000,Predator_Free,0,1,2,3,78560,49049,55205,42610,0,0,0,0
2951,A,0,Prey_Free,0,1,2,3,3647,1367,912,1709,380,710,190,300
2951,A,25000,Treatment,0,1,2,3,14415,13616,9172,9628,580,540,380,460
2951,A,50000,Treatment,0,1,2,3,28884,18802,9571,15780,510,570,280,440
2951,A,75000,Treatment,0,1,2,3,44840,20224,13787,15212,580,630,620,860
2951,A,100000,Treatment,0,1,2,3,62839,29228,19375,14585,740,610,390,780
2951,A,125000,Treatment,0,1,2,3,100332,49002,17379,20283,630,710,440,500
2951,B,0,Predator_Free,0,1,2,3,968,57,0,0,0,0,0,0
2951,B,25000,Predator_Free,0,1,2,3,10938,11108,16919,20849,0,0,0,0
2951,B,50000,Predator_Free,0,1,2,3,24268,22558,19824,13557,0,0,0,0
2951,B,75000,Predator_Free,0,1,2,3,30933,28710,26432,37255,0,0,0,0
2951,B,100000,Predator_Free,0,1,2,3,46656,47909,25634,21648,0,0,0,0
2951,B,125000,Predator_Free,0,1,2,3,63470,40502,72293,68086,0,0,0,0
2951,B,0,Prey_Free,0,1,2,3,2222,969,741,1367,620,420,580,280
2951,B,25000,Treatment,0,1,2,3,19143,10197,6267,8489,670,410,700,250
2951,B,50000,Treatment,0,1,2,3,35953,17034,8774,17717,910,230,600,230
2951,B,75000,Treatment,0,1,2,3,42957,26434,16293,18915,650,340,830,500
2951,B,100000,Treatment,0,1,2,3,44326,34922,21194,19142,540,360,1080,230
2951,B,125000,Treatment,0,1,2,3,87736,37204,24615,24499,580,330,800,680
2951,C,0,Predator_Free,0,1,2,3,1652,0,0,57,0,0,0,0
2951,C,25000,Predator_Free,0,1,2,3,13102,13387,17035,11621,0,0,0,0
2951,C,50000,Predator_Free,0,1,2,3,21818,17944,16292,14526,0,0,0,0
2951,C,75000,Predator_Free,0,1,2,3,37598,21020,20507,25463,0,0,0,0
2951,C,100000,Predator_Free,0,1,2,3,48312,38739,33725,23925,0,0,0,0
2951,C,125000,Predator_Free,0,1,2,3,62208,50305,47688,69214,0,0,0,0
2951,C,0,Prey_Free,0,1,2,3,1823,855,741,627,490,370,280,310
2951,C,25000,Treatment,0,1,2,3,16123,12478,5755,10711,500,430,550,670
2951,C,50000,Treatment,0,1,2,3,27463,15383,8204,13218,760,420,400,350
2951,C,75000,Treatment,0,1,2,3,35892,19713,9742,18344,530,320,520,420
2951,C,100000,Treatment,0,1,2,3,69051,19486,10141,20453,430,530,520,680
2951,C,125000,Treatment,0,1,2,3,88194,35441,10882,25638,580,680,610,720
2951R,A,0,Predator_Free,0,1,2,3,57,285,0,0,0,0,0,0
2951R,A,25000,Predator_Free,0,1,2,3,20509,17546,28999,36746,0,0,0,0
2951R,A,50000,Predator_Free,0,1,2,3,29340,22103,58348,43070,0,0,0,0
2951R,A,75000,Predator_Free,0,1,2,3,59320,45065,82073,97146,0,0,0,0
2951R,A,100000,Predator_Free,0,1,2,3,79139,60102,101192,102102,0,0,0,0
2951R,A,125000,Predator_Free,0,1,2,3,100481,113153,192234,164348,0,0,0,0
2951R,A,0,Prey_Free,0,1,2,3,399,228,57,1254,380,590,480,330
2951R,A,25000,Treatment,0,1,2,3,28258,13161,12648,19485,430,570,300,530
2951R,A,50000,Treatment,0,1,2,3,46662,20795,10881,15326,480,360,530,490
2951R,A,75000,Treatment,0,1,2,3,70193,27746,34301,27178,420,610,480,820
2951R,A,100000,Treatment,0,1,2,3,97374,55903,51508,23702,260,340,690,930
2951R,A,125000,Treatment,0,1,2,3,131482,74713,70547,44274,370,500,670,1020
2951R,B,0,Predator_Free,0,1,2,3,0,0,0,57,0,0,0,0
2951R,B,25000,Predator_Free,0,1,2,3,20510,26149,21135,24440,0,0,0,0
2951R,B,50000,Predator_Free,0,1,2,3,47231,26775,42157,40909,0,0,0,0
2951R,B,75000,Predator_Free,0,1,2,3,69404,47056,65004,124257,0,0,0,0
2951R,B,100000,Predator_Free,0,1,2,3,66144,88393,115048,115027,0,0,0,0
2951R,B,125000,Predator_Free,0,1,2,3,115495,124664,133380,200810,0,0,0,0
2951R,B,0,Prey_Free,0,1,2,3,114,342,171,57,410,380,290,250
2951R,B,25000,Treatment,0,1,2,3,23531,10825,13787,7465,300,220,330,450
2951R,B,50000,Treatment,0,1,2,3,48146,20225,20966,14642,360,380,380,730
2951R,B,75000,Treatment,0,1,2,3,69570,31964,23193,15326,360,470,680,830
2951R,B,100000,Treatment,0,1,2,3,86946,55039,45534,27350,390,450,640,910
2951R,B,125000,Treatment,0,1,2,3,123241,75945,85254,54081,220,550,780,1600
2951R,C,0,Predator_Free,0,1,2,3,0,0,228,0,0,0,0,0
2951R,C,25000,Predator_Free,0,1,2,3,21484,24154,28883,56920,0,0,0,0
2951R,C,50000,Predator_Free,0,1,2,3,31391,36745,46785,63755,0,0,0,0
2951R,C,75000,Predator_Free,0,1,2,3,45405,57886,53666,136972,0,0,0,0
2951R,C,100000,Predator_Free,0,1,2,3,75714,68624,155732,194899,0,0,0,0
2951R,C,125000,Predator_Free,0,1,2,3,108025,97597,124654,250572,0,0,0,0
2951R,C,0,Prey_Free,0,1,2,3,0,57,114,3932,370,230,200,360
2951R,C,25000,Treatment,0,1,2,3,29739,10426,10255,17833,300,420,330,330
2951R,C,50000,Treatment,0,1,2,3,43982,15440,8375,22618,200,260,590,440
2951R,C,75000,Treatment,0,1,2,3,69848,32303,20283,27919,290,650,740,430
2951R,C,100000,Treatment,0,1,2,3,83194,36577,35269,40739,290,610,730,1080
2951R,C,125000,Treatment,0,1,2,3,110258,62620,43547,64051,310,400,890,940
1392,A,0,Predator_Free,0,1,2,3,57,57,114,570,0,0,0,0
1392,A,25000,Predator_Free,0,1,2,3,10312,6952,6495,9857,0,0,0,0
1392,A,50000,Predator_Free,0,1,2,3,29001,23076,17033,29055,0,0,0,0
1392,A,75000,Predator_Free,0,1,2,3,47689,33333,32419,34240,0,0,0,0
1392,A,100000,Predator_Free,0,1,2,3,56526,56806,39652,48203,0,0,0,0
1392,A,125000,Predator_Free,0,1,2,3,49114,43018,29056,38400,0,0,0,0
1392,A,0,Prey_Free,0,1,2,3,1424,912,741,1026,1170,1030,1080,560
1392,A,25000,Treatment,0,1,2,3,13619,1311,1709,3532,1110,1150,820,700
1392,A,50000,Treatment,0,1,2,3,29631,4047,3703,10198,520,810,850,1180
1392,A,75000,Treatment,0,1,2,3,42285,10542,7407,13047,1050,1280,1000,1370
1392,A,100000,Treatment,0,1,2,3,56357,14872,12706,18572,1420,640,1070,880
1392,A,125000,Treatment,0,1,2,3,53410,11455,9002,24498,1410,1050,840,1180
1392,B,0,Predator_Free,0,1,2,3,114,0,285,114,0,0,0,0
1392,B,25000,Predator_Free,0,1,2,3,12192,5527,6552,8205,0,0,0,0
1392,B,50000,Predator_Free,0,1,2,3,25185,19828,20282,18174,0,0,0,0
1392,B,75000,Predator_Free,0,1,2,3,43017,42333,29909,32645,0,0,0,0
1392,B,100000,Predator_Free,0,1,2,3,53900,54472,28543,55149,0,0,0,0
1392,B,125000,Predator_Free,0,1,2,3,63018,51335,28658,45979,0,0,0,0
1392,B,0,Prey_Free,0,1,2,3,1538,1482,399,627,1050,950,420,300
1392,B,25000,Treatment,0,1,2,3,9116,1652,1253,2507,1110,570,1090,630
1392,B,50000,Treatment,0,1,2,3,27188,5983,2735,5470,1030,800,700,1030
1392,B,75000,Treatment,0,1,2,3,42169,10314,7806,10312,1550,530,830,1140
1392,B,100000,Treatment,0,1,2,3,60001,14531,8603,13502,1280,1080,1180,1290
1392,B,125000,Treatment,0,1,2,3,56127,11681,9515,19486,1240,1130,1140,1340
1392,C,0,Predator_Free,0,1,2,3,57,0,0,57,0,0,0,0
1392,C,25000,Predator_Free,0,1,2,3,10028,6609,4843,6552,0,0,0,0
1392,C,50000,Predator_Free,0,1,2,3,28317,20569,12363,20340,0,0,0,0
1392,C,75000,Predator_Free,0,1,2,3,45021,37150,31563,36917,0,0,0,0
1392,C,100000,Predator_Free,0,1,2,3,59433,50254,24157,44950,0,0,0,0
1392,C,125000,Predator_Free,0,1,2,3,66776,63815,42218,56855,0,0,0,0
1392,C,0,Prey_Free,0,1,2,3,1140,912,741,684,1310,990,580,760
1392,C,25000,Treatment,0,1,2,3,9459,1710,1937,3020,1420,1270,930,880
1392,C,50000,Treatment,0,1,2,3,29123,4388,3020,7806,1310,1030,830,840
1392,C,75000,Treatment,0,1,2,3,37836,7921,5583,18973,1350,1330,1520,860
1392,C,100000,Treatment,0,1,2,3,52602,12935,8606,17664,1080,850,1240,1020
1392,C,125000,Treatment,0,1,2,3,60291,12024,11224,16924,1540,1220,1510,1230
1391,A,0,Predator_Free,0,1,2,3,456,171,57,171,0,0,0,0
1391,A,15000,Predator_Free,0,1,2,3,17318,13501,13045,26546,0,0,0,0
1391,A,40000,Predator_Free,0,1,2,3,43353,40332,30252,26490,0,0,0,0
1391,A,60000,Predator_Free,0,1,2,3,48263,62835,64656,68022,0,0,0,0
1391,A,75000,Predator_Free,0,1,2,3,74404,97307,65517,102661,0,0,0,0
1391,A,95000,Predator_Free,0,1,2,3,99528,105449,103566,106249,0,0,0,0
1391,A,0,Prey_Free,0,1,2,3,171,228,114,57,340,330,270,100
1391,A,15000,Treatment,0,1,2,3,18743,14188,6096,9572,510,480,280,370
1391,A,40000,Treatment,0,1,2,3,37665,28031,12021,20797,460,390,660,750
1391,A,60000,Treatment,0,1,2,3,73042,47174,25697,27692,490,560,350,990
1391,A,75000,Treatment,0,1,2,3,97213,68255,39374,27466,480,460,680,1080
1391,A,95000,Treatment,0,1,2,3,131491,82947,50484,41997,320,660,870,1120
1391,B,0,Predator_Free,0,1,2,3,0,0,114,57,0,0,0,0
1391,B,15000,Predator_Free,0,1,2,3,22445,21875,13387,14811,0,0,0,0
1391,B,40000,Predator_Free,0,1,2,3,39422,33040,35433,20735,0,0,0,0
1391,B,60000,Predator_Free,0,1,2,3,58109,64429,52074,47056,0,0,0,0
1391,B,75000,Predator_Free,0,1,2,3,88699,96672,41528,56510,0,0,0,0
1391,B,95000,Predator_Free,0,1,2,3,102483,116952,77474,75767,0,0,0,0
1391,B,0,Prey_Free,0,1,2,3,114,171,114,114,330,220,110,180
1391,B,15000,Treatment,0,1,2,3,21650,11509,9514,14185,320,290,350,530
1391,B,40000,Treatment,0,1,2,3,51285,21820,15953,21537,300,400,590,500
1391,B,60000,Treatment,0,1,2,3,74632,45009,22391,25753,280,410,510,180
1391,B,75000,Treatment,0,1,2,3,102609,58971,29856,26437,380,680,810,590
1391,B,95000,Treatment,0,1,2,3,130121,87451,35269,30542,440,630,630,1570
1391,C,0,Predator_Free,0,1,2,3,114,0,57,0,0,0,0,0
1391,C,15000,Predator_Free,0,1,2,3,17831,17774,16349,14641,0,0,0,0
1391,C,40000,Predator_Free,0,1,2,3,37884,51903,28215,26377,0,0,0,0
1391,C,60000,Predator_Free,0,1,2,3,55258,46313,46997,51214,0,0,0,0
1391,C,75000,Predator_Free,0,1,2,3,98611,78790,73145,114735,0,0,0,0
1391,C,95000,Predator_Free,0,1,2,3,97755,93538,84025,146673,0,0,0,0
1391,C,0,Prey_Free,0,1,2,3,228,111311,0,57,440,120,80,30
1391,C,15000,Treatment,0,1,2,3,16692,114,9573,8603,280,240,220,290
1391,C,40000,Treatment,0,1,2,3,44552,10882,19029,14528,220,280,530,380
1391,C,60000,Treatment,0,1,2,3,74744,40230,20339,26721,480,430,650,500
1391,C,75000,Treatment,0,1,2,3,96963,70820,30881,27064,380,330,790,720
1391,C,95000,Treatment,0,1,2,3,140264,111048,47747,45709,430,500,860,950
584,A,0,Predator_Free,0,1,2,3,57,171,0,0,0,0,0,0
584,A,25000,Predator_Free,0,1,2,3,18058,22388,35432,40047,0,0,0,0
584,A,50000,Predator_Free,0,1,2,3,46773,50540,69270,68815,0,0,0,0
584,A,75000,Predator_Free,0,1,2,3,60276,76965,90292,94791,0,0,0,0
584,A,100000,Predator_Free,0,1,2,3,93667,105516,122820,114333,0,0,0,0
584,A,125000,Predator_Free,0,1,2,3,98903,119527,155407,149101,0,0,0,0
584,A,0,Prey_Free,0,1,2,3,912,912,399,57,710,340,310,230
584,A,25000,Treatment,0,1,2,3,15325,4900,4102,10543,630,420,430,170
584,A,50000,Treatment,0,1,2,3,42051,17549,10313,10428,890,580,430,420
584,A,75000,Treatment,0,1,2,3,58516,25071,16297,19827,630,760,580,490
584,A,100000,Treatment,0,1,2,3,92758,49005,22790,28942,470,570,900,600
584,A,125000,Treatment,0,1,2,3,120275,64440,34243,33789,620,680,880,840
584,B,0,Predator_Free,0,1,2,3,57,0,0,0,0,0,0,0
584,B,25000,Predator_Free,0,1,2,3,18401,20964,31106,32755,0,0,0,0
584,B,50000,Predator_Free,0,1,2,3,39595,44954,68586,68075,0,0,0,0
584,B,75000,Predator_Free,0,1,2,3,62725,72124,88125,90068,0,0,0,0
584,B,100000,Predator_Free,0,1,2,3,95316,87457,114102,102658,0,0,0,0
584,B,125000,Predator_Free,0,1,2,3,120156,113090,151586,155354,0,0,0,0
584,B,0,Prey_Free,0,1,2,3,342,855,171,171,500,500,260,110
584,B,25000,Treatment,0,1,2,3,15156,4843,5241,6894,530,410,640,300
584,B,50000,Treatment,0,1,2,3,42559,14703,10084,11793,300,560,580,450
584,B,75000,Treatment,0,1,2,3,65756,30083,17037,17547,360,620,480,430
584,B,100000,Treatment,0,1,2,3,97151,33388,24841,25182,510,880,1040,610
584,B,125000,Treatment,0,1,2,3,123203,62342,36063,33559,660,890,130,1080
584,C,0,Predator_Free,0,1,2,3,171,114,171,114,0,0,0,0
584,C,25000,Predator_Free,0,1,2,3,18230,22388,33553,35945,0,0,0,0
584,C,50000,Predator_Free,0,1,2,3,38627,46050,65230,63349,0,0,0,0
584,C,75000,Predator_Free,0,1,2,3,65009,72462,82032,101516,0,0,0,0
584,C,100000,Predator_Free,0,1,2,3,95711,99475,124073,132565,0,0,0,0
584,C,125000,Predator_Free,0,1,2,3,110137,116058,142586,132168,0,0,0,0
584,C,0,Prey_Free,0,1,2,3,342,1652,285,57,310,320,130,80
584,C,25000,Treatment,0,1,2,3,17150,5071,6096,4615,580,380,310,130
584,C,50000,Treatment,0,1,2,3,46038,14530,13161,12194,480,580,420,380
584,C,75000,Treatment,0,1,2,3,64329,25355,13389,14016,530,500,350,400
584,C,100000,Treatment,0,1,2,3,95804,43931,32760,41591,260,450,660,490
584,C,125000,Treatment,0,1,2,3,114180,66262,31793,44724,390,640,730,1090
590,A,0,Predator_Free,0,1,2,3,114,570,399,57,0,0,0,0
590,A,25000,Predator_Free,0,1,2,3,15381,14985,10027,10027,0,0,0,0
590,A,50000,Predator_Free,0,1,2,3,35208,26846,20282,16122,0,0,0,0
590,A,75000,Predator_Free,0,1,2,3,55492,47930,42163,40053,0,0,0,0
590,A,100000,Predator_Free,0,1,2,3,85278,68315,67299,61644,0,0,0,0
590,A,125000,Predator_Free,0,1,2,3,92409,88151,71354,68146,0,0,0,0
590,A,0,Prey_Free,0,1,2,3,0,456,399,0,710,280,130,100
590,A,25000,Treatment,0,1,2,3,15384,8890,4273,13391,270,320,220,120
590,A,50000,Treatment,0,1,2,3,34015,19547,8490,17092,380,350,290,290
590,A,75000,Treatment,0,1,2,3,55668,33335,16461,29228,430,240,370,430
590,A,100000,Treatment,0,1,2,3,83924,54131,32881,61090,450,290,370,430
590,A,125000,Treatment,0,1,2,3,102523,74703,54874,56139,380,250,320,420
590,B,0,Predator_Free,0,1,2,3,0,57,57,114,0,0,0,0
590,B,25000,Predator_Free,0,1,2,3,19483,16921,10599,10539,0,0,0,0
590,B,50000,Predator_Free,0,1,2,3,38055,23247,18575,21363,0,0,0,0
590,B,75000,Predator_Free,0,1,2,3,56348,35501,43760,33898,0,0,0,0
590,B,100000,Predator_Free,0,1,2,3,78161,66377,56442,46488,0,0,0,0
590,B,125000,Predator_Free,0,1,2,3,95488,66443,66430,69802,0,0,0,0
590,B,0,Prey_Free,0,1,2,3,0,115,0,0,120,30,30,90
590,B,25000,Treatment,0,1,2,3,17490,7864,6894,13560,200,310,190,150
590,B,50000,Treatment,0,1,2,3,29513,19089,8490,18289,230,230,370,320
590,B,75000,Treatment,0,1,2,3,50994,35558,19999,27063,250,290,380,360
590,B,100000,Treatment,0,1,2,3,84956,50145,41033,37041,290,280,410,380
590,B,125000,Treatment,0,1,2,3,87645,69347,48268,48728,360,340,370,530
590,C,0,Predator_Free,0,1,2,3,57,0,0,57,0,0,0,0
590,C,25000,Predator_Free,0,1,2,3,17489,14471,9343,7691,0,0,0,0
590,C,50000,Predator_Free,0,1,2,3,52753,23019,32932,24555,0,0,0,0
590,C,75000,Predator_Free,0,1,2,3,58507,38179,45465,25580,0,0,0,0
590,C,100000,Predator_Free,0,1,2,3,83460,57612,62519,44614,0,0,0,0
590,C,125000,Predator_Free,0,1,2,3,105549,85020,66507,66046,0,0,0,0
590,C,0,Prey_Free,0,1,2,3,0,114,57,57,180,110,130,80
590,C,25000,Treatment,0,1,2,3,16408,10086,4046,9345,170,230,200,120
590,C,50000,Treatment,0,1,2,3,38520,16525,11567,19087,150,330,260,320
590,C,75000,Treatment,0,1,2,3,50587,35044,28203,25813,500,280,450,290
590,C,100000,Treatment,0,1,2,3,76919,57841,43312,45424,250,450,380,360
590,C,125000,Treatment,0,1,2,3,92046,75611,60401,56591,470,290,350,320
1393,A,0,Predator_Free,0,1,2,3,171,57,0,114,0,0,0,0
1393,A,25000,Predator_Free,0,1,2,3,5982,3077,3134,3361,0,0,0,0
1393,A,50000,Predator_Free,0,1,2,3,12818,6495,4957,8260,0,0,0,0
1393,A,75000,Predator_Free,0,1,2,3,16463,9742,9628,12703,0,0,0,0
1393,A,100000,Predator_Free,0,1,2,3,26831,14015,11963,13387,0,0,0,0
1393,A,125000,Predator_Free,0,1,2,3,33554,14300,12760,21647,0,0,0,0
1393,A,0,Prey_Free,0,1,2,3,171,0,114,0,370,370,340,210
1393,A,25000,Treatment,0,1,2,3,6609,1766,1424,4330,500,360,430,290
1393,A,50000,Treatment,0,1,2,3,10540,4274,4672,5184,480,430,480,340
1393,A,75000,Treatment,0,1,2,3,19883,7067,4330,10824,380,670,430,510
1393,A,100000,Treatment,0,1,2,3,20566,8945,7805,22275,300,490,710,400
1393,A,125000,Treatment,0,1,2,3,32587,11224,8432,20623,480,640,730,390
1393,B,0,Predator_Free,0,1,2,3,0,57,228,0,0,0,0,0
1393,B,25000,Predator_Free,0,1,2,3,5868,4558,4614,6893,0,0,0,0
1393,B,50000,Predator_Free,0,1,2,3,12305,4728,3133,4956,0,0,0,0
1393,B,75000,Predator_Free,0,1,2,3,19198,8432,6837,13558,0,0,0,0
1393,B,100000,Predator_Free,0,1,2,3,27971,9286,9001,26033,0,0,0,0
1393,B,125000,Predator_Free,0,1,2,3,31047,12193,9456,32356,0,0,0,0
1393,B,0,Prey_Free,0,1,2,3,57,0,171,0,370,130,460,130
1393,B,25000,Treatment,0,1,2,3,5640,1368,2450,5127,210,210,430,230
1393,B,50000,Treatment,0,1,2,3,11509,3818,3419,8944,360,400,440,170
1393,B,75000,Treatment,0,1,2,3,21309,6097,6723,9001,340,300,460,280
1393,B,100000,Treatment,0,1,2,3,24441,6381,7749,12022,630,420,580,210
1393,B,125000,Treatment,0,1,2,3,31790,12078,6723,14299,570,540,580,450
1393,C,0,Predator_Free,0,1,2,3,57,57,57,57,0,0,0,0
1393,C,25000,Predator_Free,0,1,2,3,5355,3589,5014,5583,0,0,0,0
1393,C,50000,Predator_Free,0,1,2,3,11166,5697,5185,7690,0,0,0,0
1393,C,75000,Predator_Free,0,1,2,3,19084,7806,6779,11108,0,0,0,0
1393,C,100000,Predator_Free,0,1,2,3,21877,13160,10596,17602,0,0,0,0
1393,C,125000,Predator_Free,0,1,2,3,27404,16750,16294,16235,0,0,0,0
1393,C,0,Prey_Free,0,1,2,3,114,0,0,0,370,320,380,150
1393,C,25000,Treatment,0,1,2,3,6894,969,2108,6836,240,350,240,210
1393,C,50000,Treatment,0,1,2,3,13446,3590,2963,10881,180,430,460,220
1393,C,75000,Treatment,0,1,2,3,18631,5071,3818,12818,400,240,330,370
1393,C,100000,Treatment,0,1,2,3,24045,6097,6837,11451,480,530,470,350
1393,C,125000,Treatment,0,1,2,3,28886,9174,6665,15667,530,520,580,480
1393 R,A,0,Predator_Free,0,1,2,3,114,0,114,570,0,0,0,0
1393 R,A,25000,Predator_Free,0,1,2,3,26042,30258,6495,9857,0,0,0,0
1393 R,A,50000,Predator_Free,0,1,2,3,40061,65193,17033,29055,0,0,0,0
1393 R,A,75000,Predator_Free,0,1,2,3,51690,95396,32419,34240,0,0,0,0
1393 R,A,100000,Predator_Free,0,1,2,3,78586,125996,39652,48203,0,0,0,0
1393 R,A,125000,Predator_Free,0,1,2,3,88789,180906,29056,38400,0,0,0,0
